id,name,price,rating,url,img_url
84,"Deepcool LE520 240mm AIO Liquid Cooler w/ Anti-Leak Tech, High Performance ARGB Fans Black",4200,5,https://btechcustoms.com/product/deepcool-le520-240mm-aio-liquid-cooler-w-anti-leak-tech-high-performance-argb-fans-black/,https://btechcustoms.com/wp-content/uploads/2024/09/DEEPCOOL-LE520-240mm-.png
85,"Deepcool LE520 240mm AIO Liquid Cooler w/ Anti-Leak Tech, High Performance ARGB Fans White",4500,5,https://btechcustoms.com/product/deepcool-le520-240mm-aio-liquid-cooler-w-anti-leak-tech-high-performance-argb-fans-white/,https://btechcustoms.com/wp-content/uploads/2024/09/DEEPCOOL-LE520-WH-240mm-.png
86,Deepcool LS520 SE WH 240MM Liquid CPU Cooler (R-LS520-WHAMMM-G-1),5200,5,https://btechcustoms.com/product/deepcool-ls520-se-wh-240mm-liquid-cpu-cooler-r-ls520-whammm-g-1/,https://btechcustoms.com/wp-content/uploads/2024/09/DEEPCOOL-LS520-SE-Digital-WH-240mm-AIO-CPU-Cooler.png
87,Deepcool LS720 SE Digital 360mm ARGB liquid cooling black,6000,5,https://btechcustoms.com/product/deepcool-ls720-se-digital-360mm-argb-liquid-cooling-black/,https://btechcustoms.com/wp-content/uploads/2024/09/DEEPCOOL-LS720-SE-Digital-360mm-AIO-CPU-Cooler.png
88,Deepcool Macube 110 Micro-ATX Case (Black) (R-MACUBE110-BKNGM1N-G-1),2700,5,https://btechcustoms.com/product/deepcool-macube-110-micro-atx-case-black-r-macube110-bkngm1n-g-1/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-MACUBE-110-BLACK.webp
89,Deepcool Macube 110 Micro-ATX Case (Green) (R-MACUBE110-GBNGM1N-A-1),2999,5,https://btechcustoms.com/product/deepcool-macube-110-micro-atx-case-green-r-macube110-gbngm1n-a-1/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-MACUBE-110-GREEN.webp
90,Deepcool Macube 110 PKRD Micro-ATX Case (Pink) (R-MACUBE110-PRNGM1N-A-1),2999,5,https://btechcustoms.com/product/deepcool-macube-110-pkrd-micro-atx-case-pink-r-macube110-prngm1n-a-1/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-MACUBE-110-PINK.webp
91,DeepCool PIXEL Series Bits For DeepCool Cases Black,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-black/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-BLACK.webp
92,DeepCool PIXEL Series Bits For DeepCool Cases Blue,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-blue/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-BLUE.webp
93,DeepCool PIXEL Series Bits For DeepCool Cases Gray,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-gray/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-GRAY-2.webp
94,DeepCool PIXEL Series Bits For DeepCool Cases Green,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-green/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-GREEN.webp
95,DeepCool PIXEL Series Bits For DeepCool Cases Orange,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-orange/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-ORANGE.webp
96,DeepCool PIXEL Series Bits For DeepCool Cases Pink,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-pink/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-PINK.jpg
97,DeepCool PIXEL Series Bits For DeepCool Cases Purple,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-purple/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-PURPLE.jpg
98,DeepCool PIXEL Series Bits For DeepCool Cases Red,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-red/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-RED.webp
99,DeepCool PIXEL Series Bits For DeepCool Cases White,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-white/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-WHITE.webp
100,DeepCool PIXEL Series Bits For DeepCool Cases Yellow,300,5,https://btechcustoms.com/product/deepcool-pixel-series-bits-for-deepcool-cases-yellow/,https://btechcustoms.com/wp-content/uploads/2024/11/DEEPCOOL-PIXEL-YELLO.jpg
101,DeepCool UD551,999,5,https://btechcustoms.com/product/deepcool-ud551/,
102,DeepCool UL551 ARGB CPU Cooler,999,5,https://btechcustoms.com/product/deepcool-ul551-argb-cpu-cooler/,https://btechcustoms.com/wp-content/uploads/2024/07/DEEP-COOL-UL551.png
103,eam Group MS30 M.2 2280 512GB SATA III TLC Internal Solid State Drive,2200,5,https://btechcustoms.com/product/eam-group-ms30-m2-2280-512gb-sata-iii-tlc-internal-solid-state-drive/,
104,Emaxx B450M PRO AM4 AMD Motherboard EMX-B450M-PRO,3550,5,https://btechcustoms.com/product/emaxx-b450m-pro-am4-amd-motherboard-emx-b450m-pro/,https://btechcustoms.com/wp-content/uploads/2024/10/Emaxx-B450M-PRO-AM4-AMD-Motherboard-EMX-B450M-PRO.png
105,Epson EcoTank L121 A4 Ink Tank Printer,6200,5,https://btechcustoms.com/product/epson-ecotank-l121-a4-ink-tank-printer/,https://btechcustoms.com/wp-content/uploads/2024/07/EPSON-L121.jpg
